site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
Pasoh,1995-2000,pa3,Macaranga,gigantea,3,12.238,2.024,1.464,2.898,1,0.861,0.851,0.484,1.528,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Macaranga,hosei,2,21.222,1.956,1.396,2.798,1,3.702,0.975,0.577,1.752,1,0.063,0.446,0.228,0.887
Pasoh,1995-2000,pa3,Macaranga,hypoleuca,26,4.716,2.883,2.206,3.711,17,2.55,1.725,1.189,2.504,11,2.018,1.202,0.75,1.928
Pasoh,1995-2000,pa3,Macaranga,lowii,1285,1.696,1.692,1.611,1.774,431,0.731,0.734,0.67,0.8,143,0.47,0.476,0.397,0.566
Pasoh,1995-2000,pa3,Macaranga,recurvata,27,2.154,1.884,1.482,2.426,18,1.352,1.157,0.809,1.591,11,0.574,0.577,0.359,0.918
Pasoh,1995-2000,pa3,Madhuca,laurifolia,44,1.383,1.421,1.147,1.75,25,0.573,0.649,0.454,0.892,29,0.365,0.404,0.282,0.573
Pasoh,1995-2000,pa3,Madhuca,malaccensis,638,1.125,1.137,1.057,1.213,336,0.54,0.547,0.494,0.608,73,0.319,0.34,0.269,0.427
Pasoh,1995-2000,pa3,Mallotus,griffithianus,14,1.21,1.39,1.05,1.863,2,0.826,0.836,0.496,1.415,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Mallotus,leocodermis,267,1.582,1.584,1.43,1.749,93,0.905,0.897,0.732,1.076,60,1.062,0.982,0.756,1.265
Pasoh,1995-2000,pa3,Mallotus,penangensis,829,1.648,1.645,1.555,1.746,306,0.798,0.801,0.71,0.89,103,0.425,0.431,0.355,0.52
Pasoh,1995-2000,pa3,Mangifera,foetida,138,1.009,1.066,0.932,1.228,41,0.609,0.649,0.497,0.842,12,0.245,0.352,0.218,0.554
Pasoh,1995-2000,pa3,Mangifera,gracilipes,62,1.054,1.164,0.963,1.408,25,0.717,0.756,0.545,1.054,17,0.409,0.458,0.299,0.68
Pasoh,1995-2000,pa3,Mangifera,griffithii,38,1.122,1.263,1.014,1.584,40,0.623,0.664,0.518,0.869,49,0.45,0.467,0.351,0.609
Pasoh,1995-2000,pa3,Mangifera,indica,45,1.041,1.178,0.946,1.462,17,0.608,0.692,0.485,0.984,15,0.489,0.518,0.334,0.833
Pasoh,1995-2000,pa3,Mangifera,lagenifera,2,0.775,1.449,1.028,2.097,5,1.746,1.104,0.671,1.798,21,0.564,0.57,0.388,0.84
Pasoh,1995-2000,pa3,Mangifera,macrocarpa,34,1.091,1.248,0.993,1.54,11,0.469,0.621,0.404,0.952,5,0.273,0.432,0.244,0.781
Pasoh,1995-2000,pa3,Mangifera,magnifica,59,0.986,1.102,0.909,1.361,25,0.878,0.874,0.637,1.192,21,0.359,0.407,0.282,0.604
Pasoh,1995-2000,pa3,Mangifera,quadrifida,189,1.009,1.049,0.933,1.182,56,0.572,0.61,0.486,0.775,10,0.144,0.268,0.155,0.444
Pasoh,1995-2000,pa3,Mangifera,quad._var._longipetiolata,11,1.895,1.645,1.224,2.261,2,1.471,0.957,0.523,1.648,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Mangifera,rufocostata,7,1.427,1.52,1.09,2.121,2,1.508,0.954,0.566,1.639,1,0.897,0.617,0.303,1.235
Pasoh,1995-2000,pa3,Mangifera,superba,15,1.012,1.289,0.961,1.731,26,0.79,0.821,0.586,1.123,27,0.444,0.472,0.327,0.664
Pasoh,1995-2000,pa3,Mangifera,swintoniodes,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.701,0.601,0.284,1.135
Pasoh,1995-2000,pa3,Mastixia,pentandra,7,1.259,1.481,1.085,2.031,5,0.367,0.656,0.41,1.063,4,0.798,0.652,0.345,1.196
Pasoh,1995-2000,pa3,Mastixia,trichotoma,2,1.194,1.526,1.062,2.148,0,NA,NA,NA,NA,2,0.721,0.603,0.321,1.128
Pasoh,1995-2000,pa3,Medusanthera,gracilis,316,1.318,1.328,1.217,1.464,1,0.297,0.796,0.451,1.385,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Melanochyla,angustifolia,391,1.61,1.599,1.476,1.746,80,0.848,0.844,0.694,1.031,35,0.563,0.568,0.408,0.778
Pasoh,1995-2000,pa3,Melanochyla,auriculata,128,1.053,1.113,0.958,1.289,22,1.061,0.983,0.704,1.4,17,0.652,0.622,0.411,0.966
Pasoh,1995-2000,pa3,Melanochyla,caesia,20,1.465,1.516,1.168,1.984,3,0.442,0.747,0.454,1.227,4,0.731,0.627,0.348,1.134
Pasoh,1995-2000,pa3,Melanochyla,fulvinervis,333,1.482,1.488,1.354,1.634,69,0.84,0.847,0.678,1.048,44,0.473,0.492,0.36,0.643
Pasoh,1995-2000,pa3,Melanochyla,tomentosa,288,1.368,1.374,1.248,1.519,66,0.914,0.904,0.721,1.125,16,0.485,0.51,0.338,0.786
Pasoh,1995-2000,pa3,Melientha,suavis,1,0.844,1.528,1.069,2.168,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Memecylon,amplexlicaule,173,1.664,1.656,1.474,1.853,59,1.127,1.088,0.866,1.347,22,0.423,0.456,0.315,0.667
Pasoh,1995-2000,pa3,Memecylon,cantleyi,518,1.564,1.563,1.45,1.685,110,0.609,0.624,0.525,0.748,26,0.369,0.414,0.284,0.599
Pasoh,1995-2000,pa3,Memecylon,dichotomum,413,1.584,1.578,1.455,1.726,1,0.167,0.736,0.41,1.335,1,1.184,0.633,0.316,1.289
Pasoh,1995-2000,pa3,Memecylon,excelsum,178,1.899,1.861,1.659,2.087,55,0.775,0.79,0.616,1.006,14,0.517,0.54,0.338,0.85
Pasoh,1995-2000,pa3,Memecylon,lilacinum,314,1.673,1.666,1.52,1.831,41,0.761,0.778,0.595,1.052,13,0.552,0.572,0.359,0.919
Pasoh,1995-2000,pa3,Memecylon,megacarpum,602,1.618,1.612,1.51,1.732,97,0.588,0.613,0.509,0.733,10,0.342,0.438,0.26,0.721
Pasoh,1995-2000,pa3,Memecylon,minutiflorum,1485,1.61,1.61,1.54,1.682,187,0.764,0.773,0.669,0.88,69,0.443,0.456,0.355,0.577
Pasoh,1995-2000,pa3,Memecylon,oleifolium,105,1.48,1.481,1.287,1.738,21,0.77,0.8,0.555,1.132,21,0.466,0.491,0.339,0.72
Pasoh,1995-2000,pa3,Memecylon,oligoneurum,221,1.894,1.853,1.67,2.075,52,0.891,0.889,0.691,1.143,31,0.564,0.571,0.405,0.793
Pasoh,1995-2000,pa3,Memecylon,paniculatum,20,1.803,1.657,1.294,2.171,6,0.674,0.779,0.493,1.288,5,0.606,0.583,0.339,1.047
Pasoh,1995-2000,pa3,Memecylon,pubescens,84,1.663,1.634,1.381,1.935,26,0.806,0.825,0.595,1.137,19,0.483,0.51,0.334,0.753
Pasoh,1995-2000,pa3,Memecylon,wallichii,102,1.422,1.443,1.242,1.682,8,1.256,1.032,0.652,1.602,3,1.536,0.787,0.417,1.438
Pasoh,1995-2000,pa3,Mesua,ferrea,1027,1.644,1.64,1.564,1.729,246,1.379,1.355,1.21,1.532,237,0.671,0.666,0.585,0.765
Pasoh,1995-2000,pa3,Mesua,grandis,208,1.204,1.228,1.093,1.382,58,0.666,0.688,0.55,0.86,21,0.547,0.555,0.375,0.824
Pasoh,1995-2000,pa3,Mesua,kunstleri,235,1.353,1.372,1.235,1.522,46,0.631,0.669,0.528,0.856,13,0.274,0.367,0.231,0.583
Pasoh,1995-2000,pa3,Mesua,lepidota,23,1.652,1.599,1.262,2.084,5,0.686,0.792,0.484,1.279,4,0.577,0.573,0.313,1.032
Pasoh,1995-2000,pa3,Mesua,racemosa,456,1.25,1.263,1.167,1.365,97,0.735,0.745,0.631,0.884,58,0.499,0.506,0.387,0.661
Pasoh,1995-2000,pa3,Metadina,trichotoma,1,4.622,1.627,1.145,2.269,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Mezzettia,leptopoda,97,1.513,1.52,1.297,1.776,29,0.746,0.773,0.578,1.068,26,0.761,0.719,0.502,1.046
Pasoh,1995-2000,pa3,Microdesmis,casearifolia,729,1.424,1.428,1.345,1.519,123,0.788,0.792,0.673,0.932,16,0.639,0.624,0.413,0.957
Pasoh,1995-2000,pa3,Micromelum,minutum,2,8.7,1.795,1.255,2.622,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Microtropis,valida,10,1.187,1.409,1.039,1.957,0,NA,NA,NA,NA,1,0.127,0.495,0.233,0.997
Pasoh,1995-2000,pa3,Miliusa,longipes,10,1.322,1.488,1.092,2.027,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Millettia,atropurpurea,817,1.253,1.26,1.191,1.332,339,0.696,0.699,0.634,0.776,293,0.511,0.514,0.456,0.578
Pasoh,1995-2000,pa3,Mitrephora,maingayi,286,1.292,1.305,1.182,1.44,71,0.646,0.668,0.545,0.82,7,0.483,0.535,0.314,0.9
Pasoh,1995-2000,pa3,Monocarpia,marginalis,567,2.322,2.288,2.133,2.461,161,1.576,1.52,1.324,1.756,207,1.112,1.088,0.946,1.261
Pasoh,1995-2000,pa3,Mussaendopsis,beccariana,13,1.966,1.686,1.26,2.258,12,0.945,0.903,0.607,1.374,22,0.398,0.442,0.297,0.64
Pasoh,1995-2000,pa3,Myristica,cinnamomea,135,2.066,1.992,1.738,2.273,50,1.006,0.98,0.765,1.249,67,0.554,0.559,0.438,0.721
Pasoh,1995-2000,pa3,Myristica,maingayi,120,1.869,1.823,1.573,2.097,40,0.777,0.79,0.608,1.041,43,0.411,0.438,0.32,0.572
Pasoh,1995-2000,pa3,Myristica,malaccensis,5,3.109,1.776,1.282,2.554,2,1.817,0.981,0.571,1.631,1,0.065,0.447,0.23,0.909
Pasoh,1995-2000,pa3,Myristica,maxima,22,1.802,1.689,1.312,2.155,13,0.741,0.798,0.551,1.185,12,0.179,0.287,0.181,0.451
Pasoh,1995-2000,pa3,Nauclea,officinalis,351,1.147,1.17,1.069,1.277,114,0.636,0.65,0.549,0.761,152,0.289,0.299,0.253,0.35
Pasoh,1995-2000,pa3,Neesia,synandra,25,0.902,1.15,0.897,1.485,14,0.822,0.842,0.562,1.231,10,0.308,0.406,0.245,0.652
Pasoh,1995-2000,pa3,Neobalanocarpus,heimii,2274,1.914,1.911,1.846,1.981,386,1.072,1.069,0.965,1.172,168,0.679,0.672,0.572,0.793
Pasoh,1995-2000,pa3,Neolamarckia,cadamba,5,1.015,1.41,1.016,1.973,3,0.242,0.646,0.356,1.095,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Neolitsea,zeylanica,3,1.631,1.55,1.109,2.163,1,3.313,0.981,0.542,1.764,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Neoscortechinia,kingii,693,1.251,1.26,1.185,1.349,214,0.708,0.714,0.62,0.815,240,0.373,0.376,0.328,0.434
Pasoh,1995-2000,pa3,Neoscortechinia,nicobarica,286,1.369,1.38,1.252,1.516,105,0.707,0.718,0.602,0.858,62,0.399,0.418,0.324,0.535
Pasoh,1995-2000,pa3,Neoscortechinia,sumatrana,143,1.172,1.217,1.066,1.387,59,0.612,0.645,0.511,0.807,16,0.262,0.34,0.221,0.537
Pasoh,1995-2000,pa3,Neouvaria,foetida,1,0.626,1.478,1.026,2.093,1,3.739,1,0.564,1.839,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Nephelium,costatum,736,1.49,1.492,1.403,1.59,217,0.958,0.953,0.848,1.084,142,0.843,0.826,0.695,0.975
Pasoh,1995-2000,pa3,Nephelium,eriopetalum,97,1.291,1.329,1.129,1.544,43,0.776,0.792,0.606,1.029,20,0.815,0.738,0.504,1.096
Pasoh,1995-2000,pa3,Nephelium,hamulatum,45,1.307,1.372,1.127,1.702,12,0.995,0.923,0.631,1.38,5,0.713,0.63,0.367,1.12
Pasoh,1995-2000,pa3,Nephelium,maingayi,146,1.49,1.5,1.33,1.717,40,0.822,0.836,0.633,1.081,53,0.493,0.506,0.38,0.664
Pasoh,1995-2000,pa3,Nephelium,ophioides,71,1.269,1.341,1.113,1.596,27,0.935,0.915,0.665,1.23,30,0.944,0.86,0.618,1.211
Pasoh,1995-2000,pa3,Nephelium,pallens,4,1.634,1.564,1.136,2.237,1,3.511,0.994,0.564,1.691,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Nothaphoebe,umbelliflora,65,2.301,2.105,1.759,2.503,23,1.203,1.085,0.751,1.537,51,0.682,0.666,0.504,0.879
Pasoh,1995-2000,pa3,Ochanostachys,amentacea,473,1.44,1.445,1.342,1.562,304,0.81,0.813,0.728,0.895,348,0.513,0.516,0.457,0.581
Pasoh,1995-2000,pa3,Oncodostigma,monosperma,1198,1.754,1.749,1.66,1.837,342,0.803,0.805,0.731,0.889,200,0.486,0.488,0.421,0.569
Pasoh,1995-2000,pa3,Ormosia,penangensis,2,0.616,1.435,0.981,2.052,1,1.446,0.907,0.512,1.539,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ormosia,venosa,36,1.416,1.467,1.168,1.833,6,0.515,0.707,0.44,1.162,4,1.59,0.813,0.434,1.513
Pasoh,1995-2000,pa3,Osmelia,maingayi,5,2.837,1.744,1.265,2.427,3,0.73,0.814,0.482,1.435,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Palaquium,clarkianum,3,4.48,1.763,1.225,2.571,0,NA,NA,NA,NA,1,0.841,0.609,0.302,1.239
Pasoh,1995-2000,pa3,Palaquium,gutta,1,1.451,1.557,1.079,2.279,2,0.342,0.74,0.434,1.328,3,0.145,0.392,0.206,0.764
Pasoh,1995-2000,pa3,Palaquium,hexandrum,337,1.424,1.433,1.312,1.568,142,0.915,0.911,0.784,1.067,130,0.713,0.706,0.588,0.851
Pasoh,1995-2000,pa3,Palaquium,maingayi,32,1.528,1.541,1.219,1.932,13,1.338,1.118,0.752,1.662,34,0.516,0.528,0.37,0.722
Pasoh,1995-2000,pa3,Palaquium,obovatum,2,2.242,1.613,1.123,2.294,3,0.434,0.738,0.443,1.173,4,1.588,0.827,0.44,1.495
Pasoh,1995-2000,pa3,Palaquium,stellatum,32,1.539,1.537,1.218,1.93,5,0.912,0.88,0.549,1.442,12,0.546,0.553,0.351,0.881
Pasoh,1995-2000,pa3,Pandanus,monotheca,16,1.551,1.551,1.165,2.088,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Pandanus,yvonii,3,1.316,1.522,1.073,2.152,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Paranephelium,xestophyllum,10,1.866,1.647,1.226,2.241,2,4.691,1.138,0.666,1.994,3,0.205,0.438,0.24,0.836
Pasoh,1995-2000,pa3,Parartocarpus,bracteatus,25,1.81,1.673,1.288,2.138,8,0.692,0.768,0.499,1.188,18,0.38,0.43,0.284,0.649
Pasoh,1995-2000,pa3,Parashorea,densiflora,68,1.344,1.387,1.157,1.684,34,0.699,0.735,0.549,0.98,38,0.513,0.524,0.379,0.729
Pasoh,1995-2000,pa3,Parastemon,urophyllus,2,0.833,1.467,1.036,2.133,0,NA,NA,NA,NA,6,1.032,0.732,0.444,1.281
Pasoh,1995-2000,pa3,Parinari,costata,0,NA,NA,NA,NA,1,2.829,0.944,0.551,1.7,9,0.524,0.549,0.341,0.927
Pasoh,1995-2000,pa3,Parinari,elmeri,73,1.481,1.495,1.262,1.79,9,0.931,0.904,0.595,1.381,1,1.956,0.662,0.332,1.353
Pasoh,1995-2000,pa3,Parinari,oblongifolia,33,2.039,1.832,1.477,2.31,13,0.86,0.856,0.59,1.281,42,0.345,0.375,0.28,0.505
Pasoh,1995-2000,pa3,Parishia,insignis,134,1.025,1.083,0.945,1.243,21,0.769,0.789,0.562,1.116,15,0.298,0.379,0.239,0.575
Pasoh,1995-2000,pa3,Parishia,paucijuga,9,1.378,1.508,1.121,2.077,4,0.935,0.879,0.548,1.454,10,0.359,0.449,0.274,0.724
Pasoh,1995-2000,pa3,Parkia,speciosa,329,2.294,2.245,2.05,2.456,88,1.725,1.604,1.322,1.958,84,0.864,0.835,0.665,1.04
Pasoh,1995-2000,pa3,Paropsia,vareciformis,389,1.933,1.908,1.75,2.083,93,1.386,1.324,1.104,1.58,154,0.555,0.556,0.472,0.653
Pasoh,1995-2000,pa3,Pavetta,graciliflora,162,1.418,1.429,1.259,1.621,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Payena,lucida,753,1.638,1.635,1.541,1.735,354,0.852,0.851,0.772,0.939,252,0.469,0.47,0.414,0.534
Pasoh,1995-2000,pa3,Payena,maingayi,3,2.249,1.646,1.167,2.303,4,0.823,0.847,0.51,1.479,4,1.381,0.787,0.422,1.423
Pasoh,1995-2000,pa3,Pentace,strychnoides,364,1.526,1.531,1.403,1.667,83,1.038,1.016,0.841,1.23,45,0.47,0.482,0.374,0.644
Pasoh,1995-2000,pa3,Pentace,triptera,76,1.732,1.69,1.421,2.018,17,1.459,1.205,0.862,1.684,18,1.309,1.021,0.673,1.529
Pasoh,1995-2000,pa3,Pentaspadon,motleyi,370,1.669,1.665,1.524,1.806,115,1.274,1.239,1.046,1.465,151,0.659,0.658,0.559,0.771
Pasoh,1995-2000,pa3,Pentaspadon,velutinus,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.649,0.784,0.377,1.611
Pasoh,1995-2000,pa3,Pertusadina,eurhyncha,5,2.093,1.659,1.194,2.3,6,1.371,1.016,0.649,1.63,11,0.943,0.766,0.487,1.256
Pasoh,1995-2000,pa3,Phaeanthus,crassipetalus,3,0.987,1.468,1.03,2.047,0,NA,NA,NA,NA,3,1.124,0.696,0.382,1.298
Pasoh,1995-2000,pa3,Phaeanthus,ophthalamicus,2005,1.163,1.165,1.122,1.211,36,0.829,0.836,0.636,1.107,1,2.794,0.692,0.342,1.387
Pasoh,1995-2000,pa3,Phyllanthus,emblica,2,1.081,1.494,1.056,2.139,1,1.11,0.876,0.49,1.502,3,0.329,0.49,0.265,0.948
Pasoh,1995-2000,pa3,Pimelodendron,griffithianum,1512,1.643,1.642,1.568,1.718,437,0.985,0.98,0.898,1.076,357,0.613,0.612,0.548,0.683
Pasoh,1995-2000,pa3,Pimelodendron,macrocarpum,17,1.539,1.545,1.172,2.046,5,1.544,1.053,0.658,1.674,9,0.433,0.5,0.31,0.817
Pasoh,1995-2000,pa3,Pithecellobium,splendens,1,3.332,1.591,1.078,2.238,0,NA,NA,NA,NA,3,0.866,0.645,0.342,1.169
Pasoh,1995-2000,pa3,Planchonella,maingayi,1,6.743,1.68,1.185,2.395,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Planchonia,grandis,18,1.982,1.736,1.349,2.302,3,0.43,0.739,0.423,1.278,6,0.305,0.451,0.253,0.784
Pasoh,1995-2000,pa3,Platea,latifolia,5,1.196,1.486,1.043,2.106,1,1.287,0.876,0.504,1.553,2,0.262,0.485,0.261,0.982
Pasoh,1995-2000,pa3,Podocarpus,motleyi,19,1.447,1.507,1.154,1.933,3,0.877,0.856,0.488,1.452,1,0.124,0.49,0.232,1.02
Pasoh,1995-2000,pa3,Polyalthia,cinnamomea,42,1.713,1.662,1.342,2.059,15,0.808,0.834,0.557,1.212,20,0.422,0.47,0.309,0.694
Pasoh,1995-2000,pa3,Polyalthia,clavigera,13,1.064,1.359,1.011,1.829,7,1.13,0.979,0.615,1.496,7,0.659,0.632,0.362,1.08
Pasoh,1995-2000,pa3,Polyalthia,glauca,98,1.827,1.779,1.532,2.078,23,1.148,1.054,0.751,1.45,37,0.813,0.768,0.575,1.051
Pasoh,1995-2000,pa3,Polyalthia,hypoleuca,9,0.731,1.241,0.909,1.677,2,1.481,0.941,0.552,1.572,1,1.298,0.642,0.321,1.242
Pasoh,1995-2000,pa3,Polyalthia,jenkinsii,87,1.759,1.716,1.466,2.048,48,1.231,1.154,0.889,1.465,41,0.578,0.58,0.424,0.771
Pasoh,1995-2000,pa3,Polyalthia,lateriflora,71,1.738,1.706,1.426,2.055,14,0.612,0.707,0.474,1.048,22,0.572,0.574,0.394,0.831
Pasoh,1995-2000,pa3,Polyalthia,obliqua,77,1.759,1.714,1.454,2.015,44,0.929,0.917,0.707,1.184,14,0.344,0.416,0.259,0.653
Pasoh,1995-2000,pa3,Polyalthia,rumphii,370,1.537,1.535,1.41,1.681,142,0.964,0.957,0.82,1.117,99,0.617,0.615,0.503,0.752
Pasoh,1995-2000,pa3,Polyalthia,sclerophylla,228,1.49,1.497,1.347,1.663,68,0.791,0.801,0.65,0.989,26,0.493,0.514,0.358,0.725
Pasoh,1995-2000,pa3,Polyalthia,stenopetala,253,1.371,1.389,1.258,1.544,58,0.686,0.711,0.568,0.889,1,1.402,0.641,0.315,1.311
Pasoh,1995-2000,pa3,Polyalthia,sumatrana,136,1.418,1.433,1.261,1.655,59,0.953,0.939,0.759,1.175,36,0.38,0.407,0.301,0.555
Pasoh,1995-2000,pa3,Pometia,pinnata_var._alnifolia,284,1.333,1.349,1.224,1.492,111,0.728,0.735,0.62,0.879,163,0.525,0.528,0.452,0.614
Pasoh,1995-2000,pa3,Popowia,pisocarpa,729,1.418,1.422,1.328,1.51,93,0.746,0.759,0.617,0.908,1,0.107,0.484,0.234,0.963
Pasoh,1995-2000,pa3,Popowia,tomentosa,71,1.499,1.508,1.248,1.8,35,0.603,0.653,0.501,0.861,18,0.435,0.478,0.313,0.709
Pasoh,1995-2000,pa3,Porterandia,anisophylla,548,1.909,1.894,1.757,2.038,123,1.379,1.334,1.122,1.559,195,0.734,0.725,0.627,0.85
Pasoh,1995-2000,pa3,Pouteria,malaccensis,22,1.401,1.471,1.111,1.909,18,0.9,0.883,0.621,1.262,9,0.507,0.537,0.328,0.936
Pasoh,1995-2000,pa3,Prainea,limpato,26,1.918,1.754,1.353,2.246,8,1.357,1.054,0.669,1.629,11,0.446,0.496,0.303,0.791
Pasoh,1995-2000,pa3,Prismatomeris,glabra,124,1.626,1.618,1.399,1.844,4,0.9,0.887,0.556,1.434,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Prunus,arborea,316,1.751,1.74,1.581,1.918,64,1.003,0.982,0.803,1.216,21,1.6,1.221,0.83,1.786
Pasoh,1995-2000,pa3,Prunus,arborea_var._stipulaceum,2,2.681,1.639,1.189,2.297,0,NA,NA,NA,NA,2,3.037,0.823,0.399,1.608
Pasoh,1995-2000,pa3,Prunus,grisea,243,1.551,1.551,1.403,1.727,21,1.815,1.425,1.04,2.023,9,1.625,1.016,0.635,1.703
Pasoh,1995-2000,pa3,Pseudoeugenia,singaporensis,79,1.978,1.891,1.586,2.254,27,1.328,1.181,0.868,1.588,32,0.48,0.493,0.354,0.706
Pasoh,1995-2000,pa3,Pseuduvaria,macrophylla,1018,1.319,1.323,1.254,1.398,52,0.68,0.709,0.553,0.907,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Psychotria,griffithii,44,1.972,1.82,1.468,2.259,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Psychotria,rostrata,45,1.822,1.722,1.393,2.168,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Psydrax,maingayi,2,1.084,1.498,1.043,2.084,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Pteleocarpa,lamponga,14,1.693,1.612,1.224,2.177,5,0.646,0.793,0.47,1.303,4,0.641,0.599,0.324,1.057
Pasoh,1995-2000,pa3,Pternandra,coerulescens,246,1.804,1.79,1.603,1.988,74,0.819,0.82,0.668,1.014,59,0.775,0.744,0.571,0.962
Pasoh,1995-2000,pa3,Pternandra,echinata,163,1.921,1.866,1.649,2.127,54,1.301,1.216,0.963,1.545,40,0.816,0.768,0.577,1.043
Pasoh,1995-2000,pa3,Pterocymbium,tubulatum,33,2.499,2.112,1.664,2.62,6,0.687,0.792,0.495,1.218,16,0.485,0.515,0.334,0.77
Pasoh,1995-2000,pa3,Ptychopyxis,caput-medusae,17,1.476,1.501,1.15,1.985,7,0.61,0.747,0.484,1.174,1,0.604,0.588,0.294,1.208
Pasoh,1995-2000,pa3,Ptychopyxis,costata,719,1.075,1.086,1.023,1.155,149,0.497,0.512,0.443,0.597,62,0.308,0.328,0.26,0.423
Pasoh,1995-2000,pa3,Pyrenaria,acuminata,67,1.819,1.753,1.465,2.087,3,1.048,0.904,0.54,1.523,2,0.154,0.45,0.223,0.838
Pasoh,1995-2000,pa3,Quercus,argentata,396,1.497,1.502,1.378,1.633,97,1.259,1.214,0.996,1.44,193,1.169,1.139,0.97,1.318
Pasoh,1995-2000,pa3,Quercus,gemelliflora,120,1.383,1.403,1.224,1.62,48,1.123,1.073,0.838,1.4,62,1.189,1.102,0.851,1.407
Pasoh,1995-2000,pa3,Reinwardtiodendron,cinereum,501,1.348,1.359,1.262,1.459,55,0.79,0.8,0.629,0.995,32,0.464,0.485,0.346,0.658
Pasoh,1995-2000,pa3,Rhodamnia,cinerea,127,1.687,1.669,1.444,1.922,52,0.818,0.827,0.658,1.066,21,0.614,0.606,0.402,0.879
Pasoh,1995-2000,pa3,Rinorea,anguifera,6332,1.347,1.348,1.319,1.376,360,0.687,0.691,0.625,0.762,2,0.818,0.626,0.325,1.213
Pasoh,1995-2000,pa3,Rinorea,horneri,20,1.691,1.614,1.247,2.06,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Rinorea,sclerocarpa,204,1.358,1.373,1.234,1.535,2,0.269,0.72,0.4,1.203,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Rothmannia,macrophylla,1131,1.523,1.525,1.455,1.608,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ryparosa,acuminata,39,1.33,1.403,1.121,1.775,14,0.886,0.872,0.608,1.278,15,0.822,0.729,0.467,1.126
Pasoh,1995-2000,pa3,Ryparosa,fasciculata,45,1.346,1.412,1.142,1.748,10,0.841,0.856,0.539,1.322,13,0.296,0.387,0.245,0.597
Pasoh,1995-2000,pa3,Ryparosa,kunstleri,144,1.321,1.351,1.186,1.533,48,0.749,0.769,0.599,0.996,53,0.328,0.351,0.268,0.467
Pasoh,1995-2000,pa3,Sandoricum,koetjape,66,2.27,2.077,1.728,2.511,34,0.99,0.963,0.712,1.291,37,0.524,0.535,0.389,0.728
Pasoh,1995-2000,pa3,Santiria,apiculata,689,1.626,1.622,1.519,1.723,97,0.966,0.955,0.794,1.151,60,0.7,0.684,0.538,0.875
Pasoh,1995-2000,pa3,Santiria,conferta,2,5.26,1.717,1.197,2.446,2,1.268,0.92,0.533,1.629,9,0.739,0.661,0.404,1.126
Pasoh,1995-2000,pa3,Santiria,griffithii,147,1.432,1.444,1.268,1.651,29,0.729,0.765,0.55,1.063,50,0.555,0.56,0.427,0.736
Pasoh,1995-2000,pa3,Santiria,laevigata,312,1.182,1.205,1.094,1.316,83,0.837,0.841,0.688,1.013,96,0.809,0.788,0.638,0.974
Pasoh,1995-2000,pa3,Santiria,oblongifolia,37,1.35,1.416,1.142,1.768,7,0.778,0.833,0.54,1.366,11,0.802,0.702,0.447,1.112
Pasoh,1995-2000,pa3,Santiria,rubiginosa,123,1.371,1.393,1.219,1.601,31,0.901,0.892,0.656,1.203,50,0.449,0.463,0.352,0.603
Pasoh,1995-2000,pa3,Santiria,tomentosa,171,1.464,1.471,1.296,1.655,51,0.706,0.734,0.574,0.932,75,0.823,0.801,0.637,1.008
